C123Merged_EnvSNO,C123_Plot_SNO,PlotID_New,PSUID,PSU,Cluster,Plot_Pt,Cycle_PlotSNO,Cycle,Cycle_Year,X_NAD83,Y_NAD83,SampDate,Class,Soil_Dep_cm,WD_1_cm,WD_2_cm,WD_3_cm,WD_mean_cm,EDEN_WSE,EDEN_based_elev_cm,CLAJAM_ht_cm,PlotSamp_YN
10514,853,P00627_N,P006,6,27,N,615,C2,Yr1,518718.1,2814594.6,11/23/2015,Slough,56,48,42,47,45.7,40,-5.7,171,Yes
10515,854,P00628_C,P006,6,28,C,616,C2,Yr1,518598,2814503.1,11/23/2015,Ridge,52,45,46,44,45,40,-5,195,Yes
10516,855,P00628_E,P006,6,28,E,617,C2,Yr1,518617.4,2814487.4,11/23/2015,Ridge,62,49,53,50,50.7,40,-10.7,227,Yes
10517,856,P00628_N,P006,6,28,N,618,C2,Yr1,518617.5,2814527.2,11/23/2015,Ridge,49,50,49,48,49,40,-9,223,Yes
10518,857,P00629_C,P006,6,29,C,619,C2,Yr1,518479,2814688.1,11/23/2015,Ridge,54,47,55,55,52.3,40,-12.3,172,Yes
10519,858,P00629_E,P006,6,29,E,620,C2,Yr1,518492.2,2814677.4,11/23/2015,Ridge,34,49,47,45,47,40,-7,181,Yes
10520,859,P00629_N,P006,6,29,N,621,C2,Yr1,518482.1,2814692,11/23/2015,Ridge,47,53,51,53,52.3,40,-12.3,193,Yes
10521,860,P00630_C,P006,6,30,C,622,C2,Yr1,518429,2814635.1,11/23/2015,Ridge,56,46,40,45,43.7,40,-3.7,173,Yes
10522,861,P00630_E,P006,6,30,E,623,C2,Yr1,518436,2814629.5,11/23/2015,Ridge,44,35,32,32,33,40,7,250,Yes
10523,862,P00630_N,P006,6,30,N,624,C2,Yr1,518442.2,2814651.5,11/23/2015,Ridge,38,43,41,42,42,40,-2,142,Yes
10524,863,P00631_C,P006,6,31,C,625,C2,Yr1,519110,2814280.1,11/23/2015,Slough,51,50,52,47,49.7,41,-8.7,131,Yes
10525,864,P00631_E,P006,6,31,E,626,C2,Yr1,519117,2814274.5,11/23/2015,Slough,55,43,47,46,45.3,41,-4.3,130,Yes
10526,865,P00631_N,P006,6,31,N,627,C2,Yr1,519115.7,2814287.1,11/23/2015,Slough,55,47,50,45,47.3,41,-6.3,122,Yes
10527,866,P00632_C,P006,6,32,C,628,C2,Yr1,519257,2814337.1,11/23/2015,Slough,46,52,54,51,52.3,41,-11.3,168,Yes
10528,867,P00632_E,P006,6,32,E,629,C2,Yr1,519284.2,2814315.1,11/23/2015,Slough,42,50,52,53,51.7,41,-10.7,149,Yes
10529,868,P00632_N,P006,6,32,N,630,C2,Yr1,519274,2814358.1,11/23/2015,Ridge,46,63,47,58,56,41,-15,156,Yes
10530,869,P00633_C,P006,6,33,C,631,C2,Yr1,519093,2814075.1,11/23/2015,Transition ,49,44,45,45,44.7,41,-3.7,0,Yes
10531,870,P00633_E,P006,6,33,E,632,C2,Yr1,519116.3,2814056.3,11/23/2015,Slough,30,43,42,43,42.7,41,-1.7,115,Yes
10532,871,P00633_N,P006,6,33,N,633,C2,Yr1,519111.3,2814097.7,11/23/2015,Slough,34,47,53,46,48.7,41,-7.7,0,Yes
10533,872,P00634_C,P006,6,34,C,634,C2,Yr1,519083,2814445.1,11/23/2015,Ridge,86,50,48,52,50,42,-8,177,Yes
10534,873,P00634_E,P006,6,34,E,635,C2,Yr1,519096.2,2814434.4,11/23/2015,Ridge,71,45,50,45,46.7,42,-4.7,130,Yes
10535,874,P00634_N,P006,6,34,N,636,C2,Yr1,519101.9,2814468.4,11/23/2015,Slough,52,44,46,45,45,42,-3,155,Yes
10536,875,P00635_C,P006,6,35,C,637,C2,Yr1,518968,2814300.1,11/23/2015,Slough,58,53,49,49,50.3,41,-9.3,172,Yes
10537,876,P00635_E,P006,6,35,E,638,C2,Yr1,518973.4,2814295.7,11/23/2015,Slough,45,57,53,50,53.3,41,-12.3,178,Yes
10538,877,P00635_N,P006,6,35,N,639,C2,Yr1,518974.9,2814308.7,11/23/2015,Slough,40,52,53,51,52,41,-11,168,Yes
10539,878,P00636_C,P006,6,36,C,640,C2,Yr1,519376,2813851.1,11/23/2015,Ridge,55,43,44,48,45,40,-5,175,Yes
10540,879,P00636_E,P006,6,36,E,641,C2,Yr1,519400.1,2813831.6,11/23/2015,Slough,50,41,50,47,46,40,-6,0,Yes
10541,880,P00636_N,P006,6,36,N,642,C2,Yr1,519386.1,2813863.6,11/23/2015,Slough,40,43,48,46,45.7,40,-5.7,137,Yes
10542,881,P00637_C,P006,6,37,C,643,C2,Yr1,519531,2813818.1,11/23/2015,Slough,56,42,46,48,45.3,40,-5.3,131,Yes
10543,882,P00637_E,P006,6,37,E,644,C2,Yr1,519541.1,2813810,11/23/2015,Slough,59,37,38,40,38.3,40,1.7,91,Yes
10544,883,P00637_N,P006,6,37,N,645,C2,Yr1,519541.1,2813830.6,11/23/2015,Slough,39,48,43,47,46,40,-6,151,Yes
10545,884,P00638_C,P006,6,38,C,646,C2,Yr1,519297,2813731.1,11/23/2015,Ridge,45,45,49,48,47.3,40,-7.3,177,Yes
10546,885,P00638_E,P006,6,38,E,647,C2,Yr1,519322.6,2813710.4,11/23/2015,Slough,42,44,46,49,46.3,40,-6.3,147,Yes
10547,886,P00638_N,P006,6,38,N,648,C2,Yr1,519303.9,2813739.7,11/23/2015,Ridge,76,47,48,48,47.7,40,-7.7,198,Yes
10548,887,P00639_C,P006,6,39,C,649,C2,Yr1,519390,2814053.1,11/23/2015,Slough,41,32,30,27,29.7,41,11.3,77,Yes
10549,888,P00639_E,P006,6,39,E,650,C2,Yr1,519416.4,2814031.7,11/23/2015,Slough,40,44,51,45,46.7,41,-5.7,119,Yes
10550,889,P00639_N,P006,6,39,N,651,C2,Yr1,519393.8,2814057.8,11/23/2015,Slough,22,47,43,47,45.7,41,-4.7,90,Yes
10551,890,P00640_C,P006,6,40,C,652,C2,Yr1,519248,2813740.1,11/23/2015,Slough,65,41,44,43,42.7,40,-2.7,138,Yes
10552,891,P00640_E,P006,6,40,E,653,C2,Yr1,519266.7,2813725,11/23/2015,Slough,51,49,50,51,50,40,-10,153,Yes
10553,892,P00640_N,P006,6,40,N,654,C2,Yr1,519264.4,2813760.3,11/23/2015,Ridge,66,42,42,47,43.7,40,-3.7,126,Yes
10554,893,P00646_C,P006,6,46,C,655,C2,Yr1,519335,2815452.1,11/25/2015,Slough,61,45,46,45,45.3,47,1.7,154,Yes
10555,894,P00646_E,P006,6,46,E,656,C2,Yr1,519348.2,2815441.4,11/25/2015,Slough,57,47,48,46,47,47,0,177,Yes
10556,895,P00646_N,P006,6,46,N,657,C2,Yr1,519352,2815473.1,11/25/2015,Slough,49,48,48,49,48.3,47,-1.3,175,Yes
10557,896,P00647_C,P006,6,47,C,658,C2,Yr1,519553,2815513.1,11/25/2015,Ridge,43,49,50,48,49,47,-2,183,Yes
10558,897,P00647_E,P006,6,47,E,659,C2,Yr1,519556.9,2815510,11/25/2015,Ridge,40,43,39,41,41,47,6,265,Yes
10559,898,P00647_N,P006,6,47,N,660,C2,Yr1,519554.9,2815515.5,11/25/2015,Ridge,69,45,44,48,45.7,47,1.3,220,Yes
10560,899,P00648_C,P006,6,48,C,661,C2,Yr1,519370,2815410.1,11/25/2015,Slough,48,48,49,54,50.3,47,-3.3,172,Yes
10561,900,P00648_E,P006,6,48,E,662,C2,Yr1,519380.9,2815401.3,11/25/2015,Ridge,50,30,38,34,34,47,13,228,Yes
10562,901,P00648_N,P006,6,48,N,663,C2,Yr1,519374.4,2815415.6,11/25/2015,Slough,45,44,49,45,46,47,1,174,Yes
10563,902,P00649_C,P006,6,49,C,664,C2,Yr1,519315,2815475.1,11/25/2015,Slough,38,53,54,61,56,47,-9,0,Yes
10564,903,P00649_E,P006,6,49,E,665,C2,Yr1,519327.4,2815465.1,11/25/2015,Ridge,51,47,48,47,47.3,47,-0.3,229,Yes
10565,904,P00649_N,P006,6,49,N,666,C2,Yr1,519324.4,2815486.8,11/25/2015,Slough,51,51,52,53,52,47,-5,0,Yes
10566,905,P00650_C,P006,6,50,C,667,C2,Yr1,519196,2815335.1,11/25/2015,Slough,53,45,52,48,48.3,45,-3.3,145,Yes
10567,906,P00650_E,P006,6,50,E,668,C2,Yr1,519203,2815329.5,11/25/2015,Ridge,34,49,49,52,50,47,-3,173,Yes
10568,907,P00650_N,P006,6,50,N,669,C2,Yr1,519205.4,2815346.8,11/25/2015,Slough,42,49,51,51,50.3,47,-3.3,145,Yes
10569,908,P00651_C,P006,6,51,C,670,C2,Yr1,519722,2815093.1,11/23/2015,Ridge,43,47,49,49,48.3,48,-0.3,182,Yes
10570,909,P00651_E,P006,6,51,E,671,C2,Yr1,519738.3,2815079.9,11/23/2015,Slough,22,45,46,47,46,48,2,180,Yes
10571,910,P00651_N,P006,6,51,N,672,C2,Yr1,519736.5,2815111,11/23/2015,Slough,53,50,47,47,48,48,0,194,Yes
10572,911,P00652_C,P006,6,52,C,673,C2,Yr1,519873,2815179.1,11/23/2015,Slough,28,43,50,49,47.3,48,0.7,119,Yes
10573,912,P00652_E,P006,6,52,E,674,C2,Yr1,519888.5,2815166.5,11/23/2015,Slough,19,48,50,47,48.3,48,-0.3,118,Yes
10574,913,P00652_N,P006,6,52,N,675,C2,Yr1,519880.6,2815188.5,11/23/2015,Slough,34,47,45,48,46.7,48,1.3,100,Yes
10575,914,P00653_C,P006,6,53,C,676,C2,Yr1,519734,2815067.1,11/23/2015,Slough,27,44,46,54,48,48,0,152,Yes
10576,915,P00653_E,P006,6,53,E,677,C2,Yr1,519741,2815061.5,11/23/2015,Slough,33,44,48,45,45.7,48,2.3,136,Yes
10577,916,P00653_N,P006,6,53,N,678,C2,Yr1,519736.5,2815070.2,11/23/2015,Slough,124,40,46,47,44.3,48,3.7,147,Yes
10578,917,P00654_C,P006,6,54,C,679,C2,Yr1,519760,2815313.1,11/25/2015,Slough,36,49,52,53,51.3,49,-2.3,161,Yes
10579,918,P00654_E,P006,6,54,E,680,C2,Yr1,519762.3,2815311.2,11/25/2015,Ridge,74,51,56,53,53.3,49,-4.3,172,Yes
10580,919,P00654_N,P006,6,54,N,681,C2,Yr1,519774.5,2815331,11/25/2015,Slough,49,48,41,46,45,49,4,166,Yes
10581,920,P00655_C,P006,6,55,C,682,C2,Yr1,519637,2815011.1,11/23/2015,Ridge,30,45,47,46,46,48,2,167,Yes
10582,921,P00655_E,P006,6,55,E,683,C2,Yr1,519640.9,2815008,11/23/2015,Slough,36,40,46,42,42.7,48,5.3,149,Yes
10583,922,P00655_N,P006,6,55,N,684,C2,Yr1,519643.9,2815019.7,11/23/2015,Slough,32,52,49,47,49.3,48,-1.3,145,Yes
10584,923,P00656_C,P006,6,56,C,685,C2,Yr1,519772,2814684.1,11/23/2015,XXXXXX,NA,NA,NA,NA,NA,#N/A,,NA,No
10585,924,P00656_E,P006,6,56,E,686,C2,Yr1,519777.4,2814679.7,11/23/2015,XXXXXX,NA,NA,NA,NA,NA,#N/A,,NA,No
10586,925,P00656_N,P006,6,56,N,687,C2,Yr1,519792.8,2814709.8,11/23/2015,XXXXXX,NA,NA,NA,NA,NA,#N/A,,NA,No
10587,926,P00657_C,P006,6,57,C,688,C2,Yr1,519788,2814680.1,11/23/2015,Ridge,33,45,44,44,44.3,46,1.7,246,Yes
10588,927,P00657_E,P006,6,57,E,689,C2,Yr1,519799.7,2814670.7,11/23/2015,Ridge,21,46,40,40,42,46,4,227,Yes
10589,928,P00657_N,P006,6,57,N,690,C2,Yr1,519797.4,2814691.8,11/23/2015,Ridge,30,40,41,39,40,46,6,255,Yes
10590,929,P00659_C,P006,6,59,C,691,C2,Yr1,519730,2814844.1,11/23/2015,Slough,36,52,51,54,52.3,48,-4.3,184,Yes
10591,930,P00659_E,P006,6,59,E,692,C2,Yr1,519741.7,2814834.7,11/23/2015,Ridge,62,60,59,57,58.7,48,-10.7,197,Yes
10592,931,P00659_N,P006,6,59,N,693,C2,Yr1,519735.7,2814851.1,11/23/2015,Slough,50,49,52,54,51.7,48,-3.7,184,Yes
10593,932,P00660_C,P006,6,60,C,694,C2,Yr1,519658,2814714.1,11/23/2015,Slough,NA,47,50,52,49.7,46,-3.7,132,Yes
10594,933,P00660_E,P006,6,60,E,695,C2,Yr1,519671.2,2814703.4,11/23/2015,Slough,31,47,44,46,45.7,46,0.3,172,Yes
10595,934,P00660_N,P006,6,60,N,696,C2,Yr1,519664.3,2814721.9,11/23/2015,Slough,14,50,44,45,46.3,46,-0.3,158,Yes
10596,935,P00666_C,P006,6,66,C,697,C2,Yr1,519842,2815994.1,11/25/2015,Slough,33,55,57,54,55.3,51,-4.3,172,Yes
10597,936,P00666_E,P006,6,66,E,698,C2,Yr1,519859.9,2815979.7,11/25/2015,Slough,37,47,47,49,47.7,51,3.3,186,Yes
10598,937,P00666_N,P006,6,66,N,699,C2,Yr1,519861.5,2816018.2,11/25/2015,Slough,52,54,56,58,56,52,-4,139,Yes
10599,938,P00667_C,P006,6,67,C,700,C2,Yr1,520044,2816074.1,11/25/2015,Ridge,18,53,57,53,54.3,55,0.7,181,Yes
10600,939,P00667_E,P006,6,67,E,701,C2,Yr1,520066.5,2816055.9,11/25/2015,Ridge,97,41,36,44,40.3,55,14.7,201,Yes
10601,940,P00667_N,P006,6,67,N,702,C2,Yr1,520062.3,2816096.7,11/25/2015,Slough,38,55,52,53,53.3,55,1.7,174,Yes
10602,941,P00668_C,P006,6,68,C,703,C2,Yr1,519789,2815848.1,11/25/2015,Slough,36,49,49,48,48.7,51,2.3,153,Yes
10603,942,P00668_E,P006,6,68,E,704,C2,Yr1,519803.8,2815836.2,11/25/2015,Slough,29,51,51,50,50.7,51,0.3,175,Yes
10604,943,P00668_N,P006,6,68,N,705,C2,Yr1,519808.5,2815872.2,11/25/2015,Slough,9,55,58,57,56.7,51,-5.7,178,Yes
10605,944,P00669_C,P006,6,69,C,706,C2,Yr1,519804,2816164.1,11/25/2015,Slough,20,48,47,48,47.7,52,4.3,114,Yes
10606,945,P00669_E,P006,6,69,E,707,C2,Yr1,519821.1,2816150.3,11/25/2015,Slough,28,53,50,50,51,52,1,128,Yes
10607,946,P00669_N,P006,6,69,N,708,C2,Yr1,519821,2816185.1,11/25/2015,Slough,20,54,55,52,53.7,52,-1.7,NA,Yes
10608,947,P00670_C,P006,6,70,C,709,C2,Yr1,519790,2815972.1,11/25/2015,Slough,36,53,54,54,53.7,51,-2.7,187,Yes
10609,948,P00670_E,P006,6,70,E,710,C2,Yr1,519804,2815960.8,11/25/2015,Ridge,29,52,56,52,53.3,51,-2.3,182,Yes
10610,949,P00670_N,P006,6,70,N,711,C2,Yr1,519807,2815993.1,11/25/2015,Ridge,49,55,57,56,56,51,-5,156,Yes
10611,950,P00671_C,P006,6,71,C,712,C2,Yr1,519971,2815895.1,11/25/2015,Slough,56,48,52,49,49.7,51,1.3,149,Yes
10612,951,P00671_E,P006,6,71,E,713,C2,Yr1,519980.3,2815887.6,11/25/2015,Ridge,44,50,50,48,49.3,51,1.7,206,Yes
10613,952,P00671_N,P006,6,71,N,714,C2,Yr1,519989.9,2815918.4,11/25/2015,Slough,54,50,51,51,50.7,51,0.3,154,Yes
10614,953,P00672_C,P006,6,72,C,715,C2,Yr1,520075,2815991.1,11/25/2015,Slough,62,56,51,53,53.3,53,-0.3,184,Yes
10615,954,P00672_E,P006,6,72,E,716,C2,Yr1,520096,2815974.1,11/25/2015,Slough,45,51,50,50,50.3,53,2.7,167,Yes
10616,955,P00672_N,P006,6,72,N,717,C2,Yr1,520093.9,2816014.4,11/25/2015,Slough,66,50,57,55,54,55,1,163,Yes
10617,956,P00673_C,P006,6,73,C,718,C2,Yr1,520039,2815827.1,11/25/2015,Ridge,30,50,52,50,50.7,53,2.3,164,Yes
10618,957,P00673_E,P006,6,73,E,719,C2,Yr1,520050.7,2815817.7,11/25/2015,Slough,45,58,64,59,60.3,53,-7.3,168,Yes
10619,958,P00673_N,P006,6,73,N,720,C2,Yr1,520052.8,2815844.2,11/25/2015,Slough,43,49,53,54,52,53,1,136,Yes
10620,959,P00674_C,P006,6,74,C,721,C2,Yr1,519880,2815984.1,11/25/2015,Slough,52,50,51,56,52.3,51,-1.3,141,Yes
10621,960,P00674_E,P006,6,74,E,722,C2,Yr1,519892.4,2815974.1,11/25/2015,Slough,53,50,49,50,49.7,51,1.3,145,Yes
10622,961,P00674_N,P006,6,74,N,723,C2,Yr1,519892.6,2815999.7,11/25/2015,Ridge,45,53,54,52,53,51,-2,147,Yes
10623,962,P00675_C,P006,6,75,C,724,C2,Yr1,519844,2815757.1,11/25/2015,Slough,42,47,50,48,48.3,51,2.7,166,Yes
10624,963,P00675_E,P006,6,75,E,725,C2,Yr1,519868.9,2815737,11/25/2015,Slough,25,55,50,53,52.7,51,-1.7,106,Yes
10625,964,P00675_N,P006,6,75,N,726,C2,Yr1,519849.7,2815764.1,11/25/2015,Ridge,53,54,57,53,54.7,51,-3.7,177,Yes
10626,965,P00676_C,P006,6,76,C,727,C2,Yr1,520526,2815792.1,11/25/2015,Slough,54,51,51,50,50.7,55,4.3,153,Yes
10627,966,P00676_E,P006,6,76,E,728,C2,Yr1,520548.5,2815773.9,11/25/2015,Ridge,29,40,39,38,39,55,16,133,Yes
10628,967,P00676_N,P006,6,76,N,729,C2,Yr1,520536.7,2815805.3,11/25/2015,Ridge,53,53,55,57,55,55,0,142,Yes
10629,968,P00677_C,P006,6,77,C,730,C2,Yr1,520699,2815787.1,11/25/2015,Ridge,32,43,46,45,44.7,55,10.3,147,Yes
10630,969,P00677_E,P006,6,77,E,731,C2,Yr1,520713,2815775.8,11/25/2015,Slough,26,53,50,51,51.3,55,3.7,146,Yes
10631,970,P00677_N,P006,6,77,N,732,C2,Yr1,520702.8,2815791.8,11/25/2015,Ridge,41,50,53,54,52.3,55,2.7,169,Yes
10632,971,P00678_C,P006,6,78,C,733,C2,Yr1,520597,2815658.1,11/25/2015,Slough,51,40,38,36,38,55,17,106,Yes
10633,972,P00678_E,P006,6,78,E,734,C2,Yr1,520611,2815646.8,11/25/2015,Slough,32,41,40,42,41,55,14,126,Yes
10634,973,P00678_N,P006,6,78,N,735,C2,Yr1,520600.1,2815662,11/25/2015,Slough,38,33,33,31,32.3,55,22.7,0,Yes
10635,974,P00679_C,P006,6,79,C,736,C2,Yr1,520440,2815871.1,11/25/2015,Slough,63,52,53,51,52,55,3,156,Yes
10636,975,P00679_E,P006,6,79,E,737,C2,Yr1,520455.5,2815858.5,11/25/2015,Slough,56,52,54,51,52.3,55,2.7,178,Yes
10637,976,P00679_N,P006,6,79,N,738,C2,Yr1,520446.9,2815879.7,11/25/2015,Slough,44,53,56,54,54.3,55,0.7,164,Yes
10638,977,P00680_C,P006,6,80,C,739,C2,Yr1,520446,2815694.1,11/25/2015,Slough,72,50,47,47,48,55,7,122,Yes
10639,978,P00680_E,P006,6,80,E,740,C2,Yr1,520463.1,2815680.3,11/25/2015,Slough,43,45,47,46,46,55,9,158,Yes
10640,979,P00680_N,P006,6,80,N,741,C2,Yr1,520466.1,2815719,11/25/2015,Slough,35,46,44,52,47.3,55,7.7,151,Yes
10641,992,P00702_C,P007,7,2,C,742,C2,Yr1,526208.8,2888974.3,1/25/2016,Ridge,54,43,41,41,41.7,290,248.3,194,Yes
10642,993,P00702_E,P007,7,2,E,743,C2,Yr1,526215.5,2888976.1,1/25/2016,Ridge,53,50,47,48,48.3,290,241.7,139,Yes
10643,994,P00702_N,P007,7,2,N,744,C2,Yr1,526200.5,2889005.2,1/25/2016,Slough,57,44,46,45,45,290,245,0,Yes
10644,995,P00703_C,P007,7,3,C,745,C2,Yr1,525998.6,2889095.7,1/25/2016,Transition ,67,54,51,55,53.3,290,236.7,180,Yes
10645,996,P00703_E,P007,7,3,E,746,C2,Yr1,526022.7,2889102.1,1/25/2016,Slough,55,61,58,56,58.3,290,231.7,0,Yes
10646,997,P00703_N,P007,7,3,N,747,C2,Yr1,525997.3,2889100.5,1/25/2016,Slough,67,48,50,50,49.3,290,240.7,0,Yes
10647,1004,P00706_C,P007,7,6,C,748,C2,Yr1,526404.3,2889160.7,1/13/2016,Transition ,158,45,45,44,44.7,284,239.3,130,Yes
10648,1005,P00706_E,P007,7,6,E,749,C2,Yr1,526429.4,2889167.4,1/13/2016,Ridge,125,40,40,38,39.3,284,244.7,184,Yes
10649,1006,P00706_N,P007,7,6,N,750,C2,Yr1,526399.4,2889179.1,1/13/2016,Slough,111,50,49,49,49.3,284,234.7,0,Yes
10650,1007,P00707_C,P007,7,7,C,751,C2,Yr1,526306,2889356.5,1/13/2016,Slough,59,49,49,47,48.3,285,236.7,0,Yes
10651,1008,P00707_E,P007,7,7,E,752,C2,Yr1,526338.8,2889365.3,1/13/2016,Slough,50,47,46,47,46.7,285,238.3,0,Yes
10652,1009,P00707_N,P007,7,7,N,753,C2,Yr1,526299,2889382.6,1/13/2016,Slough,72,45,47,47,46.3,285,238.7,0,Yes
10653,1010,P00708_C,P007,7,8,C,754,C2,Yr1,526342.2,2889228.1,1/13/2016,Ridge,97,40,37,40,39,285,246,213,Yes
10654,1011,P00708_E,P007,7,8,E,755,C2,Yr1,526362.5,2889233.6,1/13/2016,Transition ,86,47,46,46,46.3,285,238.7,147,Yes
10655,1012,P00708_N,P007,7,8,N,756,C2,Yr1,526336,2889251.3,1/13/2016,Ridge,116,43,41,41,41.7,285,243.3,178,Yes
10656,1013,P00709_C,P007,7,9,C,757,C2,Yr1,526475.8,2889410,1/13/2016,Transition ,67,40,42,44,42,285,243,144,Yes
10657,1014,P00709_E,P007,7,9,E,758,C2,Yr1,526490.3,2889413.9,1/13/2016,Ridge,79,40,41,38,39.7,285,245.3,159,Yes
10658,1015,P00709_N,P007,7,9,N,759,C2,Yr1,526469.6,2889433.2,1/13/2016,Ridge,64,36,42,40,39.3,285,245.7,204,Yes
10659,1016,P00710_C,P007,7,10,C,760,C2,Yr1,526435.2,2889210.6,1/25/2016,Ridge,99,36,42,49,42.3,291,248.7,216,Yes
10660,1017,P00710_E,P007,7,10,E,761,C2,Yr1,526447.8,2889214,1/25/2016,Ridge,98,33,36,39,36,291,255,206,Yes
10661,1018,P00710_N,P007,7,10,N,762,C2,Yr1,526428.5,2889235.7,1/25/2016,Ridge,170,35,39,36,36.7,291,254.3,194,Yes
10662,1019,P00711_C,P007,7,11,C,763,C2,Yr1,527037.5,2889466.6,1/13/2016,Ridge,91,31,31,35,32.3,285,252.7,184,Yes
10663,1020,P00711_E,P007,7,11,E,764,C2,Yr1,527070.4,2889475.4,1/13/2016,Slough,62,43,41,40,41.3,285,243.7,0,Yes
10664,1021,P00711_N,P007,7,11,N,765,C2,Yr1,527036,2889472.4,1/13/2016,Ridge,86,34,27,31,30.7,285,254.3,183,Yes
10665,1025,P00713_C,P007,7,13,C,766,C2,Yr1,527227.5,2889468.1,1/13/2016,Ridge,90,27,26,33,28.7,285,256.3,184,Yes
10666,1026,P00713_E,P007,7,13,E,767,C2,Yr1,527260.3,2889476.9,1/13/2016,Slough,57,45,47,45,45.7,285,239.3,0,Yes
10667,1027,P00713_N,P007,7,13,N,768,C2,Yr1,527223.1,2889484.5,1/13/2016,Ridge,97,26,28,27,27,285,258,234,Yes
10668,1028,P00714_C,P007,7,14,C,769,C2,Yr1,527259.7,2889354.1,1/13/2016,Ridge,89,33,32,30,31.7,285,253.3,186,Yes
10669,1029,P00714_E,P007,7,14,E,770,C2,Yr1,527274.2,2889357.9,1/13/2016,Ridge,59,37,35,38,36.7,285,248.3,182,Yes
10670,1030,P00714_N,P007,7,14,N,771,C2,Yr1,527256.6,2889365.7,1/13/2016,Ridge,77,30,29,31,30,285,255,160,Yes
10671,1034,P00716_C,P007,7,16,C,772,C2,Yr1,527258.8,2889314.2,1/13/2016,Ridge,89,28,26,25,26.3,285,258.7,190,Yes
10672,1035,P00716_E,P007,7,16,E,773,C2,Yr1,527273.3,2889318.1,1/13/2016,Ridge,83,26,25,28,26.3,285,258.7,228,Yes
10673,1036,P00716_N,P007,7,16,N,774,C2,Yr1,527257,2889321,1/13/2016,Ridge,100,25,33,28,28.7,285,256.3,215,Yes
10674,1037,P00717_C,P007,7,17,C,775,C2,Yr1,527307.5,2889470.5,1/13/2016,Slough,50,46,47,45,46,285,239,0,Yes
10675,1038,P00717_E,P007,7,17,E,776,C2,Yr1,527316.2,2889472.8,1/13/2016,Slough,50,45,43,46,44.7,285,240.3,0,Yes
10676,1039,P00717_N,P007,7,17,N,777,C2,Yr1,527299.7,2889499.4,1/13/2016,Slough,77,48,47,47,47.3,285,237.7,0,Yes
10677,1040,P00718_C,P007,7,18,C,778,C2,Yr1,527446.6,2889372.2,1/13/2016,Slough,49,48,46,47,47,285,238,0,Yes
10678,1041,P00718_E,P007,7,18,E,779,C2,Yr1,527460.2,2889375.8,1/13/2016,Slough,78,46,47,43,45.3,285,239.7,0,Yes
10679,1042,P00718_N,P007,7,18,N,780,C2,Yr1,527444.6,2889379.9,1/13/2016,Transition ,54,47,44,43,44.7,285,240.3,179,Yes
10680,1043,P00719_C,P007,7,19,C,781,C2,Yr1,527248.6,2889420.5,1/13/2016,Ridge,64,29,28,32,29.7,285,255.3,187,Yes
10681,1044,P00719_E,P007,7,19,E,782,C2,Yr1,527280.5,2889429,1/13/2016,Slough,45,45,44,44,44.3,285,240.7,0,Yes
10682,1045,P00719_N,P007,7,19,N,783,C2,Yr1,527244.2,2889436.9,1/13/2016,Ridge,65,35,32,29,32,285,253,163,Yes
10683,1049,P00721_C,P007,7,21,C,784,C2,Yr1,526121.2,2889737.1,1/25/2016,Ridge,44,47,45,49,47,292,245,171,Yes
10684,1050,P00721_E,P007,7,21,E,785,C2,Yr1,526147.3,2889744.1,1/25/2016,Transition ,64,55,53,53,53.7,292,238.3,172,Yes
10685,1051,P00721_N,P007,7,21,N,786,C2,Yr1,526114.8,2889761.3,1/25/2016,Ridge,61,44,42,39,41.7,292,250.3,208,Yes
10686,1052,P00722_C,P007,7,22,C,787,C2,Yr1,526186.5,2889606.6,1/25/2016,Ridge,68,47,51,56,51.3,292,240.7,163,Yes
10687,1053,P00722_E,P007,7,22,E,788,C2,Yr1,526220.3,2889615.6,1/25/2016,Slough,44,54,50,51,51.7,292,240.3,0,Yes
10688,1054,P00722_N,P007,7,22,N,789,C2,Yr1,526179.2,2889633.6,1/25/2016,Ridge,85,45,45,46,45.3,292,246.7,213,Yes
10689,1055,P00723_C,P007,7,23,C,790,C2,Yr1,525941.3,2889734.6,1/25/2016,Transition ,35,51,49,48,49.3,292,242.7,145,Yes
10690,1056,P00723_E,P007,7,23,E,791,C2,Yr1,525970.3,2889742.3,1/25/2016,Transition ,36,50,49,53,50.7,292,241.3,150,Yes
10691,1057,P00723_N,P007,7,23,N,792,C2,Yr1,525934.6,2889759.7,1/25/2016,Slough,40,49,49,57,51.7,292,240.3,0,Yes
10692,1058,P00724_C,P007,7,24,C,793,C2,Yr1,526086.5,2889598.6,1/25/2016,Ridge,154,39,43,37,39.7,291,251.3,211,Yes
10693,1059,P00724_E,P007,7,24,E,794,C2,Yr1,526102,2889602.8,1/25/2016,Ridge,115,41,41,41,41,292,251,190,Yes
10694,1060,P00724_N,P007,7,24,N,795,C2,Yr1,526081.4,2889617.9,1/25/2016,Ridge,137,48,40,38,42,292,250,176,Yes
10695,1061,P00725_C,P007,7,25,C,796,C2,Yr1,526178.2,2889733.9,1/25/2016,Slough,52,53,52,56,53.7,292,238.3,0,Yes
10696,1062,P00725_E,P007,7,25,E,797,C2,Yr1,526186.9,2889736.3,1/25/2016,Slough,52,54,51,55,53.3,292,238.7,0,Yes
